id,mainCriminal
1668320,False
1474914,False
543627,False
1669460,False
1520437,False
1688672,False
2334980,False
2330845,False
1524864,False
434953,False
421884,False
1741659,False
1749229,False
1497967,False
1514537,False
1524545,False
1524580,False
1665618,False
1676072,False
1733096,False
1050748,False
1492906,False
1740029,False
1663733,False
1516129,False
1492348,False
2330588,False
287670,False
1648910,False
1333078,False
2044424,False
2115444,False
2112487,False
2332950,False
1514073,False
2332896,False
1517481,False
1523319,False
2334934,False
2330058,False
1663876,False
433486,False
2362998,False
2292273,False
2050591,False
2292469,False
2363524,False
1499371,False
1676743,False
1673832,False
1464282,False
1667442,False
386394,False
2313849,False
1469678,False
1470678,False
433097,False
1345094,False
1076504,False
1155988,False
1520406,False
437762,False
1661472,False
1744124,False
2311266,False
1498767,False
389467,False
2334243,False
1510121,False
1674381,False
432019,False
1673297,False
427681,False
1748538,False
1663028,False
430254,False
1500073,False
1195076,False
1495795,False
1499334,False
1739959,False
1522699,False
862255,False
124917,False
1437846,False
1673914,False
1518636,False
420533,False
1160648,False
1730107,False
2360160,False
2337568,False
432868,False
2330275,False
1387882,False
772154,False
771921,False
1672880,False
1824827,False
132799,False
1820660,False
1750324,False
1515012,False
1559791,False
1754723,False
1665016,False
1751949,False
1518837,False
1666717,False
1748421,False
2363909,False
1220110,False
420484,False
436237,False
1498123,False
2331692,False
2313788,False
1518336,False
1661539,False
2362321,False
1672339,False
1747961,False
1613382,False
1048076,False
424601,False
1403218,False
437025,False
2333923,False
2306743,False
1425702,False
1666846,False
1677782,False
1048365,False
1611600,False
1045882,False
2312572,False
1647566,False
2055348,False
1524899,False
1662110,False
1677843,False
1669609,False
2008791,False
1472525,False
429806,False
1517592,False
1660507,False
1668884,False
434038,False
917128,False
1514666,False
1670867,False
2178074,False
442065,False
2334947,False
2010440,False
2356077,False
1671465,False
437399,False
1824251,False
1503070,False
2336285,False
435937,False
1219318,False
1668067,False
433457,False
2334135,False
2332391,False
1671063,False
2114902,False
2427221,False
2114929,False
2427107,False
421675,False
1524214,False
1524215,False
1461992,False
2128810,False
125474,False
420555,False
2181971,False
2412810,False
356057,False
2128155,False
1635847,False
541167,False
1411015,False
350028,False
2183001,False
562434,False
1135878,False
1401083,False
752109,False
513840,False
695902,False
2334049,False
1675597,False
1518483,False
1524803,False
434709,False
1382008,False
1187555,False
438770,False
1511747,False
2363041,False
2330854,False
1524865,False
1502382,False
1669471,False
1678831,False
2330860,False
429261,False
1227903,False
1673296,False
1674608,False
416363,False
1500506,False
2335528,False
697633,False
1989713,False
682639,False
709510,False
696018,False
1321322,False
1662523,False
1499990,False
1517521,False
1667528,False
1672107,False
1663734,False
2358757,False
1987374,False
434073,False
442485,False
2360966,False
1676720,False
1523395,False
444188,False
1500433,False
1756965,False
2310774,False
2429659,False
426376,False
682629,False
707352,False
533360,False
1380112,False
1404830,False
2321115,False
273584,False
286058,False
1053735,False
283490,False
2106721,False
1049419,False
2016983,False
2183047,False
1416208,False
281144,False
2013119,False
1068842,False
1613049,False
2182053,False
388445,False
1615182,False
280201,False
282579,False
139519,False
1413145,False
543131,False
1296243,False
2421515,False
1078124,False
2206511,False
1128199,False
1160505,False
1501341,False
2130150,False
2128976,False
1614142,False
1824703,False
1367909,False
1782757,False
1149236,False
1777331,False
1207541,False
1222169,False
155380,False
518887,False
1164953,False
1673985,False
1399068,False
1441485,False
1441489,False
2013272,False
1133630,False
2212289,False
1155953,False
1138189,False
1457878,False
1491825,False
138998,False
355603,False
509151,False
538635,False
1783126,False
1787666,False
367165,False
1789939,False
532647,False
1468022,False
505640,False
112366,False
1822576,False
1226639,False
1225371,False
572069,False
1325824,False
1379029,False
1610333,False
511223,False
538760,False
504012,False
1296995,False
532479,False
533213,False
1311472,False
526045,False
1785486,False
347411,False
846573,False
492804,False
523951,True
565047,False
524507,False
162894,False
508897,False
335642,False
521337,False
261519,False
343744,False
545208,False
349229,False
259225,False
360458,True
260047,False
264395,False
511215,False
499856,False
511110,False
1782931,False
507568,False
530094,False
520826,False
2330681,False
1517458,False
1499206,False
504664,False
426121,False
1435786,False
1376923,False
1669672,False
1740457,False
534717,False
1637215,False
519092,False
1784428,False
760021,False
1511744,False
439880,False
2118702,False
433872,False
1668174,False
1662588,False
1175914,False
1515670,False
2284771,False
2312725,False
2011242,False
2332853,False
437001,False
1428512,False
1464255,False
381466,False
1649956,False
1461346,False
1516632,False
1467346,False
1670267,False
1460463,False
1468680,False
1518140,False
1518139,False
1518178,False
2338688,False
1713231,False
1493703,False
1518158,False
1493015,False
1674436,False
1661677,False
1510185,False
1677778,False
2335637,False
1441448,False
1675035,False
1402247,False
1663425,False
431211,False
1755129,False
1069186,False
1502332,False
1444419,False
1444257,False
1464300,False
1381463,False
2293257,False
1155145,False
2227148,False
2112441,False
928559,False
1356238,False
2292419,False
1515452,False
1494394,False
423719,False
2014447,False
130485,False
1208020,False
1149732,False
1162526,False
1128273,False
1495153,False
1664498,False
1128279,False
1100626,False
2335514,False
1672245,False
1726639,False
2356651,False
126936,False
1231206,False
1164939,False
539758,False
2208610,False
1046420,False
2359725,False
432276,False
2430218,False
542742,False
2313555,False
1471733,False
1433756,False
1466352,False
1425520,False
1404631,False
416206,False
1457235,False
1414679,False
1649765,False
948140,False
1424929,False
422487,False
398261,False
1479330,False
2109581,False
2113712,False
2427422,True
2112977,False
2115140,False
1500019,False
1516099,False
523551,False
1782926,False
1744053,False
2013376,False
